name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington dc,2011-03-15,10,1.9,6.5,7.6,-1.5,4.6,0.2,65.5,2.84,100,8.33,rain,,,40.2,22.6,101,1029.5,80.2,15.7,77,6.6,3,,2011-03-15T07:19:47,2011-03-15T19:14:58,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-16,13.2,5,8.9,13.2,1.9,7.5,5.3,80.2,12.95,100,20.83,rain,,,37.1,25.7,229.8,1020.7,99.8,14.8,209,18.2,7,,2011-03-16T07:18:14,2011-03-16T19:15:57,0.43,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-17,17.1,6.7,11.7,17.1,4.3,10.9,3.8,59.8,0,0,0,,,,33.5,22.1,273.9,1023,51,16,239.7,20.5,8,,2011-03-17T07:16:40,2011-03-17T19:16:57,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-18,26,9.4,17.3,26,7.4,17.2,7.2,53,0,0,0,,,,29.5,23.5,220.7,1015,75.2,16,216.2,18.7,8,,2011-03-18T07:15:06,2011-03-18T19:17:56,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-19,21,10.6,14.9,21,10.6,14.9,0.8,38.9,0,0,0,,,,49.6,39.4,320.3,1023.8,53.5,16,250.2,21.7,8,,2011-03-19T07:13:32,2011-03-19T19:18:55,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-20,11.7,2.9,7.6,11.7,-0.6,5.4,-3.4,46.7,0,0,0,,,,,26.3,73.2,1034.9,70.8,16,183.1,15.7,6,,2011-03-20T07:11:58,2011-03-20T19:19:54,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-21,20,6,12.1,20,1.7,10.4,7.2,72.8,3.23,100,16.67,rain,,,38.6,27.1,190.7,1019.1,88.9,15.7,146,12.7,7,,2011-03-21T07:10:24,2011-03-21T19:20:52,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-22,16.1,10.7,13.1,16.1,10.7,13.1,5.8,63.8,0,0,0,,,,37.1,30.8,164.5,1013.8,84.6,15.4,231.9,20,8,,2011-03-22T07:08:50,2011-03-22T19:21:51,0.55,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-23,10.8,7.1,8.4,10.8,3.4,6.5,5.6,82.7,10.93,100,25,rain,,,52.6,40.8,122.5,1006.6,99.6,14.5,82.7,7.2,3,,2011-03-23T07:07:15,2011-03-23T19:22:49,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-24,7,3.9,5.4,5.6,-1.1,2.1,2.2,81.7,1.25,100,12.5,rain,,,38.5,27.1,147.3,1006.6,93,13.9,124.8,11,4,,2011-03-24T07:05:41,2011-03-24T19:23:48,0.65,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-25,8.8,-0.2,4.1,5.8,-4.7,0.8,-5.7,50.9,0,0,0,,,,36.7,23.6,329.3,1016.3,58.7,16,224.4,19.4,8,,2011-03-25T07:04:06,2011-03-25T19:24:46,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-26,7.8,0,4.3,5.6,-4.2,1.2,-9.1,38.4,0,0,0,,,,29.5,20.1,196.9,1017.7,66.5,16,237.6,20.6,8,,2011-03-26T07:02:32,2011-03-26T19:25:44,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-27,7.8,-0.9,3.5,5.7,-4.5,0.4,-6.5,51.1,0.26,100,8.33,"rain,snow",,,33.5,17.9,175.3,1016.9,72.1,14.3,206.6,17.6,7,,2011-03-27T07:00:58,2011-03-27T19:26:42,0.81,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-28,8.1,-0.2,3.8,5.6,-5,0.5,-12,32.3,0,0,0,,,,37.1,21.2,330.6,1019.1,50.6,16,230.5,19.9,8,,2011-03-28T06:59:24,2011-03-28T19:27:40,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-29,10.7,0.9,5.8,10.7,-3.2,3,-10.7,30.5,0,0,0,,,,35.3,25,296.3,1022.3,48.4,16,263.5,22.8,9,,2011-03-29T06:57:50,2011-03-29T19:28:38,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-30,8.8,3.1,6.1,6.7,-0.9,4,-1.1,62.6,3.64,100,33.33,rain,,,,25.6,78,1019.5,98.7,14.5,65.8,5.6,2,,2011-03-30T06:56:16,2011-03-30T19:29:36,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-03-31,5.8,2.9,4.3,3.4,-1.3,1,3.1,92.2,0.59,100,16.67,rain,,,,19.7,36.3,1008.7,100,10.2,66.2,5.6,2,,2011-03-31T06:54:42,2011-03-31T19:30:34,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-01,9.1,2.9,6.1,5.5,-0.7,2.9,0.4,69.8,2.76,100,29.17,rain,,,48.3,30.7,260.7,1001.5,91.5,15.1,201.2,17.5,7,,2011-04-01T06:53:09,2011-04-01T19:31:32,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-02,10.7,2.7,6.7,10.7,-0.2,4.4,0.4,64.9,1.27,100,12.5,rain,,,60.9,40.1,256.4,1005.6,66.7,15.6,189.9,16.5,6,,2011-04-02T06:51:36,2011-04-02T19:32:30,1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-03,14.2,4.1,9.7,14.2,1.6,8.7,-1.2,48.9,0,0,0,,,,42.9,32.1,264.5,1016.3,47.5,16,235.8,20.4,9,,2011-04-03T06:50:03,2011-04-03T19:33:27,1,Partially cloudy,Becoming cloudy in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-04,29,10,19.1,27.5,7.6,18.8,4.9,42.9,0,0,0,,,,57.5,38.7,196,1005,83.9,16,263.2,22.8,9,,2011-04-04T06:48:30,2011-04-04T19:34:25,0,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-05,23.2,6.8,12.4,23.2,2.7,10.9,5.3,64.4,10.62,100,41.67,rain,,,61,33.9,273.2,1000.8,89.6,14.4,214.9,18.6,8,,2011-04-05T06:46:58,2011-04-05T19:35:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-06,17.9,2.6,10.2,17.9,0.6,9.1,-1.2,47.3,0,0,0,,,,47.5,32.6,217,1016.2,40.2,16,291.4,25.3,9,,2011-04-06T06:45:26,2011-04-06T19:36:20,0.04,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-07,20.7,7,13,20.7,4.1,12.4,4.6,58.5,0,0,0,,,,,20,86.2,1016.8,63.8,15.7,226.1,19.5,8,,2011-04-07T06:43:55,2011-04-07T19:37:18,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-08,10.8,6,7.9,10.8,1.8,5.6,5.1,82.9,7.78,100,33.33,rain,,,35.3,26.4,68.1,1020.9,97.2,13.7,152,13.1,7,,2011-04-08T06:42:24,2011-04-08T19:38:16,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-09,10,5.8,7.9,10,2.6,6.3,6,87.7,0.27,100,4.17,rain,,,,16.9,99.2,1021.4,100,14.2,118.7,10.5,5,,2011-04-09T06:40:53,2011-04-09T19:39:14,0.14,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-10,17.2,9.2,12.2,17.2,8.7,11.9,9.8,85.6,0,0,0,,,,,16.4,193.4,1019.1,92.3,14.9,240.9,20.8,9,,2011-04-10T06:39:23,2011-04-10T19:40:11,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-11,28.3,14,20.3,28.5,14,20.5,14.8,73.3,0,0,0,,,,51.8,34.9,204.1,1007.9,80,16,268.7,23.1,9,,2011-04-11T06:37:53,2011-04-11T19:41:09,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-12,22,11.1,16.6,22,11.1,16.6,11.3,71.9,3.63,100,29.17,rain,,,59.1,31.8,112.3,1006.9,97.8,15.4,170.3,14.8,5,,2011-04-12T06:36:24,2011-04-12T19:42:07,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-13,14.1,9.1,11.5,14.1,6.5,11.1,8.5,83.1,7.58,100,33.33,rain,,,37.1,25.5,222.3,1011.4,96.6,13.6,115.7,9.9,5,,2011-04-13T06:34:56,2011-04-13T19:43:05,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-14,20.8,7.8,14.2,20.8,6.5,13.8,4.1,54.4,0,0,0,,,,27.7,14.1,241.3,1018.3,20.2,16,298.8,25.6,9,,2011-04-14T06:33:28,2011-04-14T19:44:03,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-15,18,8.9,13.3,18,6.9,13.1,7,66.7,0,0,0,,,,43,32.5,99.3,1024.8,54.2,16,291.7,25.3,9,,2011-04-15T06:32:01,2011-04-15T19:45:01,0.45,Partially cloudy,Becoming cloudy in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-16,17.1,9.2,12.4,17.1,6.6,11.9,10.4,87.9,14.99,100,58.33,rain,,,71.5,47.6,150.6,1011.5,99.9,14.6,137.7,11.9,6,,2011-04-16T06:30:34,2011-04-16T19:45:59,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-17,19.2,8.8,13.9,19.2,5.6,13.5,2.4,49.1,0.03,100,8.33,rain,,,52.6,34.1,260.2,1008.4,44.9,15.9,312.4,26.9,10,,2011-04-17T06:29:09,2011-04-17T19:46:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-18,23.2,10.8,16.5,23.2,10.8,16.5,6.7,54.6,0,0,0,,,,,23.4,176.7,1013.5,65.9,16,133.1,11.6,5,,2011-04-18T06:27:43,2011-04-18T19:47:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-19,19.1,14,16.5,19.1,14,16.5,9.7,64.5,0.32,100,4.17,rain,,,,20,163.6,1014.9,88.8,16,200,17.5,8,,2011-04-19T06:26:19,2011-04-19T19:48:52,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-20,29.1,11.2,20.4,28.2,11.2,20.3,11.5,62.7,0,0,0,,,,49.1,35.3,165.6,1011,79.8,15.2,282.8,24.4,9,,2011-04-20T06:24:56,2011-04-20T19:49:50,0.54,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-21,20.8,11.1,14.3,20.8,11.1,14.3,0.7,40.7,0.14,100,4.17,rain,,,56.1,37.4,308.5,1022.2,67.5,16,293.2,25.3,9,,2011-04-21T06:23:33,2011-04-21T19:50:48,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-22,10.6,6.1,7.9,10.6,4,5.6,2.6,71.1,7.37,100,45.83,rain,,,29.5,19.6,89.8,1029.2,79.9,14.3,119,10.3,4,,2011-04-22T06:22:11,2011-04-22T19:51:46,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-23,21.2,6.8,13.6,21.2,4.6,13,11.4,87.5,2.81,100,37.5,rain,,,42.5,25.9,164.7,1019,93.1,13.5,238.7,20.5,9,,2011-04-23T06:20:50,2011-04-23T19:52:44,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-24,28.1,13.9,20.1,28.3,13.9,20.1,16.1,79.8,15.08,100,16.67,rain,,,38.5,25.4,193.2,1016.1,74.5,14.5,279.1,23.9,9,,2011-04-24T06:19:30,2011-04-24T19:53:42,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-25,28.1,15.7,21.4,28.6,15.7,21.4,16.9,77.9,3.05,100,12.5,rain,,,31.3,23.5,141,1015.3,55.2,14,284.4,24.6,8,,2011-04-25T06:18:11,2011-04-25T19:54:40,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-26,27.8,18.1,22.7,28.4,18.1,22.7,17.2,72,0,0,0,,,,46.1,29.6,189.6,1013.3,62.8,15.9,276.2,24.1,9,,2011-04-26T06:16:53,2011-04-26T19:55:38,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-27,26.1,19.2,22.1,26.1,19.2,22.1,19.1,83.5,0.6,100,16.67,rain,,,47.9,32.7,181.1,1011.9,90.9,15.9,243.5,21.1,8,,2011-04-27T06:15:36,2011-04-27T19:56:36,0.87,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-28,24.2,17.7,22.1,24.2,17.7,22.1,16.8,73,1.04,100,16.67,rain,,,61.2,35.5,218.7,1005.6,86.1,15.6,165.5,14.4,6,,2011-04-28T06:14:19,2011-04-28T19:57:34,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-29,20.8,12.1,16.5,20.8,12.1,16.5,4.7,45.9,0,0,0,,,,43.2,25.8,295.1,1010.8,47.4,16,282.1,24.3,10,,2011-04-29T06:13:04,2011-04-29T19:58:32,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-04-30,19.9,10.8,14.6,19.9,10.8,14.6,4.2,50.5,0,0,0,,,,35.3,25.8,250.4,1020.1,71.1,16,315.1,27.3,10,,2011-04-30T06:11:51,2011-04-30T19:59:30,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-01,16,10.4,13.5,16,10.4,13.5,9.3,76.3,0.27,100,4.17,rain,,,,16.2,157.6,1025,91.6,16,163.1,13.8,5,,2011-05-01T06:10:38,2011-05-01T20:00:28,0.99,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-02,24.3,12.8,18.3,24.3,12.8,18.3,13.1,72.1,0,0,0,,,,,19.8,167.5,1021.4,86.7,16,286.8,25,9,,2011-05-02T06:09:26,2011-05-02T20:01:25,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-03,26.9,17,21.8,27.6,17,21.8,15.8,70,0,0,0,,,,52.8,39.4,207.1,1015.9,88.2,15.5,287.6,24.9,9,,2011-05-03T06:08:16,2011-05-03T20:02:23,0,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-04,18.9,8.1,12.1,18.9,4.7,11.2,7.3,74.1,14.59,100,54.17,rain,,,54.5,34,314.5,1018.5,83.2,14.4,228.9,19.8,8,,2011-05-04T06:07:06,2011-05-04T20:03:20,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-05,20,7.9,13.7,20,5.1,12.9,1,45.2,0.23,100,16.67,rain,,,49.8,38,291.9,1020.3,25,16,343.1,29.6,10,,2011-05-05T06:05:58,2011-05-05T20:04:17,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-06,21,7.9,14.9,21,6.8,14.7,6,57.5,0,0,0,,,,50,28.9,212.3,1014.4,51.3,16,263.8,22.7,9,,2011-05-06T06:04:52,2011-05-06T20:05:14,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-07,21.1,10.9,16.8,21.1,10.9,16.8,7,55.3,0,0,0,,,,33.5,19.4,279.6,1013,67.3,16,295.7,25.6,9,,2011-05-07T06:03:46,2011-05-07T20:06:11,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-08,21.2,12,17.4,21.2,12,17.4,9.8,62.7,0,0,0,,,,,15.8,198.1,1012.9,87.5,16,232.2,20,8,,2011-05-08T06:02:42,2011-05-08T20:07:08,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-09,22.9,11.8,17.4,22.9,11.8,17.4,8.7,59.8,0,0,0,,,,33.5,20.2,148.3,1014.8,33.8,15.9,333.5,28.8,10,,2011-05-09T06:01:39,2011-05-09T20:08:04,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-10,23.8,10.7,17.4,23.8,10.7,17.4,6.3,50.1,0,0,0,,,,27.7,15.8,215.9,1015.9,64.5,16,301,25.9,10,,2011-05-10T06:00:38,2011-05-10T20:09:00,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-11,23.8,14.1,18.2,23.8,14.1,18.2,10.5,62.4,0,0,0,,,,,19.9,111.5,1017,59.9,16,304.5,26.4,10,,2011-05-11T05:59:38,2011-05-11T20:09:56,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-12,22.9,11.8,17.5,22.9,11.8,17.5,12.7,75.1,0,0,0,,,,,20.2,201.9,1017.3,72.7,16,286.8,24.8,9,,2011-05-12T05:58:39,2011-05-12T20:10:51,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-13,17.7,15.8,16.6,17.7,15.8,16.6,14.3,86.5,0,0,0,,,,,24.8,151.2,1012.4,98.4,15.1,181,15.7,6,,2011-05-13T05:57:42,2011-05-13T20:11:46,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-14,18.9,15,16.8,18.9,15,16.8,15.5,92.2,10.78,100,29.17,rain,,,,18,121.5,1007.9,100,12.7,167.8,14.5,6,,2011-05-14T05:56:47,2011-05-14T20:12:41,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-15,23.9,17,19.2,23.9,17,19.2,16.8,86.9,0.37,100,12.5,rain,,,38.9,18.1,151.6,1001.2,91.9,15.4,220.7,18.9,9,,2011-05-15T05:55:53,2011-05-15T20:13:35,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-16,26.5,15.9,19.8,26.5,15.9,19.8,15.6,78.5,2.08,100,12.5,rain,,,,23.8,195.1,1003.2,78.1,15.5,232.1,20.1,8,,2011-05-16T05:55:00,2011-05-16T20:14:29,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-17,22.1,17,19.2,22.1,17,19.2,16.1,83.2,0.48,100,33.33,rain,,,47.8,28.7,98,1006.1,95.1,15.9,169.4,14.6,7,,2011-05-17T05:54:10,2011-05-17T20:15:23,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-18,21.1,16.9,18.5,21.1,16.9,18.5,16.1,86.5,4.85,100,37.5,rain,,,27.7,18.2,122.2,1009.6,91.2,15.1,260.2,22.7,8,,2011-05-18T05:53:20,2011-05-18T20:16:16,0.51,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-19,20.8,14.9,17.6,20.8,14.9,17.6,14.5,83.2,1.29,100,8.33,rain,,,,16.1,157.8,1014.4,83.9,15.7,210.7,18.2,8,,2011-05-19T05:52:33,2011-05-19T20:17:08,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-20,21.8,13.1,17.8,21.8,13.1,17.8,12.3,72.3,0.26,100,8.33,rain,,,33.5,17.5,261.6,1016,68.5,15.8,269,23.3,9,,2011-05-20T05:51:47,2011-05-20T20:18:00,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-21,26.9,13.8,20.9,27,13.8,20.9,13.1,63.3,0,0,0,,,,37.1,17.9,187.6,1015.3,56.4,15.9,334.3,28.9,10,,2011-05-21T05:51:02,2011-05-21T20:18:51,0.6,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-22,26.8,15.7,21.2,27.3,15.7,21.2,16,74.5,0.02,100,4.17,rain,,,,16.6,170.5,1016.8,79.7,15.8,227.9,19.7,8,,2011-05-22T05:50:20,2011-05-22T20:19:42,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-23,27.9,18.1,22.5,29.2,18.1,22.8,18.9,81.3,0.61,100,12.5,rain,,,51.4,28.3,169.6,1013.4,87.5,14.1,172.4,14.9,7,,2011-05-23T05:49:39,2011-05-23T20:20:31,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-24,30,20.1,24,30.4,20.1,24.1,18.7,74.7,0.75,100,8.33,rain,,,38.9,24.6,217.5,1010.3,86.3,13.3,248.4,21.6,8,,2011-05-24T05:48:59,2011-05-24T20:21:21,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-25,28.9,18.1,24.2,29.8,18.1,24.4,17.8,69.1,0.28,100,16.67,rain,,,27.7,22.2,186,1012.5,63.7,15.9,333.5,28.9,10,,2011-05-25T05:48:22,2011-05-25T20:22:09,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-26,32.1,20.8,26.2,34.7,20.8,27,19.4,68.5,0,0,0,,,,33.5,23.8,177.3,1010.7,41.6,13.8,315.3,27.2,9,,2011-05-26T05:47:46,2011-05-26T20:22:57,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-27,29.9,20.5,25.3,30.8,20.5,25.7,18,64.9,1.4,100,12.5,rain,,,72.4,33.1,189.6,1013.5,70,15.9,185.3,15.9,7,,2011-05-27T05:47:12,2011-05-27T20:23:43,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-28,28.8,18.9,23.5,30,18.9,23.7,18.2,73.5,0.02,100,4.17,rain,,,29.5,19.8,185,1015.7,69.6,16,324.9,28,10,,2011-05-28T05:46:40,2011-05-28T20:24:29,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington dc,2011-05-29,28.1,20.8,24.1,30.8,20.8,24.8,20.9,82.7,0,0,0,,,,27.7,20.4,182.2,1018.4,78.7,15.8,329.1,28.5,9,,2011-05-29T05:46:10,2011-05-29T20:25:14,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
